,國際證券辨識號碼,上市日,市場別,產業別,CFICode,備註,股票代號,股票名稱,類型
317,TW0002392008,1999/09/20,上市,電子零組件業,ESVUFR,,2392,正崴,股票
318,TW0002393006,1999/11/04,上市,光電業,ESVUFR,,2393,億光,股票
319,TW0002395001,1999/12/13,上市,電腦及週邊設備業,ESVUFR,,2395,研華,股票
320,TW0002397007,2000/01/15,上市,電腦及週邊設備業,ESVUFR,,2397,友通,股票
321,TW0002399003,1999/12/16,上市,電腦及週邊設備業,ESVUFR,,2399,映泰,股票
322,TW0002401007,2000/01/27,上市,半導體業,ESVUFR,,2401,凌陽,股票
323,TW0002402005,2000/01/14,上市,電子零組件業,ESVUFR,,2402,毅嘉,股票
324,TW0002404001,2000/03/14,上市,其他電子業,ESVUFR,,2404,漢唐,股票
325,TW0002405008,2000/03/17,上市,電腦及週邊設備業,ESVUFR,,2405,輔信,股票
326,TW0002406006,2000/04/29,上市,光電業,ESVUFR,,2406,國碩,股票
327,TW0002408002,2000/08/17,上市,半導體業,ESVUFR,,2408,南亞科,股票
328,TW0002409000,2000/09/08,上市,光電業,ESVUFR,,2409,友達,股票
329,TW0002412004,2000/10/27,上市,通信網路業,ESVUFR,,2412,中華電,股票
330,TW0002413002,2000/09/11,上市,電子零組件業,ESVUFR,,2413,環科,股票
331,TW0002414000,2000/09/11,上市,電子通路業,ESVUFR,,2414,精技,股票
332,TW0002415007,2000/09/11,上市,電子零組件業,ESVUFR,,2415,錩新,股票
333,TW0002417003,2000/09/11,上市,電腦及週邊設備業,ESVUFR,,2417,圓剛,股票
334,TW0002419009,2000/09/11,上市,通信網路業,ESVUFR,,2419,仲琦,股票
335,TW0002420007,2000/09/11,上市,電子零組件業,ESVUFR,,2420,新巨,股票
336,TW0002421005,2000/09/11,上市,電子零組件業,ESVUFR,,2421,建準,股票
337,TW0002423001,2000/09/11,上市,其他電子業,ESVUFR,,2423,固緯,股票
338,TW0002424009,2000/09/11,上市,通信網路業,ESVUFR,,2424,隴華,股票
339,TW0002425006,2000/09/11,上市,電腦及週邊設備業,ESVUFR,,2425,承啟,股票
340,TW0002426004,2000/09/11,上市,光電業,ESVUFR,,2426,鼎元,股票
341,TW0002427002,2000/09/11,上市,資訊服務業,ESVUFR,,2427,三商電,股票
342,TW0002428000,2000/09/11,上市,電子零組件業,ESVUFR,,2428,興勤,股票
343,TW0002429008,2000/09/11,上市,光電業,ESVUFR,,2429,銘旺科,股票
344,TW0002430006,2000/09/11,上市,電子通路業,ESVUFR,,2430,燦坤,股票
345,TW0002431004,2000/09/11,上市,電子零組件業,ESVUFR,,2431,聯昌,股票
346,TW0002433000,2000/09/11,上市,其他電子業,ESVUFR,,2433,互盛電,股票
347,TW0002434008,2000/09/11,上市,半導體業,ESVUFR,,2434,統懋,股票
348,TW0002436003,2000/09/11,上市,半導體業,ESVUFR,,2436,偉詮電,股票
349,TW0002438009,2000/09/11,上市,光電業,ESVUFR,,2438,翔耀,股票
350,TW0002439007,2000/09/11,上市,通信網路業,ESVUFR,,2439,美律,股票
351,TW0002440005,2000/11/10,上市,電子零組件業,ESVUFR,,2440,太空梭,股票
352,TW0002441003,2000/10/26,上市,半導體業,ESVUFR,,2441,超豐,股票
353,TW0002442001,2000/11/22,上市,建材營造業,ESVUFR,,2442,新美齊,股票
354,TW0002444007,2000/12/08,上市,通信網路業,ESVUFR,,2444,兆勁,股票
355,TW0002449006,2001/05/09,上市,半導體業,ESVUFR,,2449,京元電子,股票
356,TW0002450004,2001/05/24,上市,通信網路業,ESVUFR,,2450,神腦,股票
357,TW0002451002,2001/05/03,上市,半導體業,ESVUFR,,2451,創見,股票
358,TW0002453008,2001/05/22,上市,資訊服務業,ESVUFR,,2453,凌群,股票
359,TW0002454006,2001/07/23,上市,半導體業,ESVUFR,,2454,聯發科,股票
360,TW0002455003,2002/01/24,上市,通信網路業,ESVUFR,,2455,全新,股票
361,TW0002457009,2001/09/17,上市,電子零組件業,ESVUFR,,2457,飛宏,股票
362,TW0002458007,2001/09/17,上市,半導體業,ESVUFR,,2458,義隆,股票
363,TW0002459005,2001/09/17,上市,其他電子業,ESVUFR,,2459,敦吉,股票
364,TW0002460003,2001/09/17,上市,電子零組件業,ESVUFR,,2460,建通,股票
365,TW0002461001,2001/09/17,上市,其他電子業,ESVUFR,,2461,光群雷,股票
366,TW0002462009,2001/09/17,上市,電子零組件業,ESVUFR,,2462,良得電,股票
367,TW0002464005,2001/09/17,上市,其他電子業,ESVUFR,,2464,盟立,股票
368,TW0002465002,2001/09/19,上市,電腦及週邊設備業,ESVUFR,,2465,麗臺,股票
369,TW0002466000,2001/09/17,上市,光電業,ESVUFR,,2466,冠西電,股票
370,TW0002467008,2001/09/17,上市,電子零組件業,ESVUFR,,2467,志聖,股票
371,TW0002468006,2001/09/17,上市,資訊服務業,ESVUFR,,2468,華經,股票
372,TW0002471000,2001/09/17,上市,資訊服務業,ESVUFR,,2471,資通,股票
373,TW0002472008,2001/09/17,上市,電子零組件業,ESVUFR,,2472,立隆電,股票
374,TW0002474004,2001/09/17,上市,其他電子業,ESVUFR,,2474,可成,股票
375,TW0002476009,2001/09/17,上市,電子零組件業,ESVUFR,,2476,鉅祥,股票
376,TW0002477007,2001/09/17,上市,其他電子業,ESVUFR,,2477,美隆電,股票
377,TW0002478005,2001/09/17,上市,電子零組件業,ESVUFR,,2478,大毅,股票
378,TW0002480001,2001/09/17,上市,資訊服務業,ESVUFR,,2480,敦陽科,股票
379,TW0002481009,2001/09/17,上市,半導體業,ESVUFR,,2481,強茂,股票
380,TW0002482007,2001/09/17,上市,其他電子業,ESVUFR,,2482,連宇,股票
381,TW0002483005,2001/09/17,上市,電子零組件業,ESVUFR,,2483,百容,股票
382,TW0002484003,2001/09/17,上市,電子零組件業,ESVUFR,,2484,希華,股票
383,TW0002485000,2001/09/17,上市,通信網路業,ESVUFR,,2485,兆赫,股票
384,TW0002486008,2001/09/19,上市,光電業,ESVUFR,,2486,一詮,股票
385,TW0002488004,2001/09/17,上市,其他電子業,ESVUFR,,2488,漢平,股票
386,TW0002489002,2001/09/17,上市,光電業,ESVUFR,,2489,瑞軒,股票
387,TW0002491008,2001/09/17,上市,光電業,ESVUFR,,2491,吉祥全,股票
388,TW0002492006,2001/09/17,上市,電子零組件業,ESVUFR,,2492,華新科,股票
389,TW0002493004,2002/01/23,上市,電子零組件業,ESVUFR,,2493,揚博,股票
390,TW0002495009,2002/03/25,上市,電腦及週邊設備業,ESVUFR,,2495,普安,股票
391,TW0002496007,2002/03/08,上市,其他業,ESVUFR,,2496,卓越,股票
392,TW0002497005,2002/02/04,上市,汽車工業,ESVUFR,,2497,怡利電,股票
393,TW0002498003,2002/03/26,上市,通信網路業,ESVUFR,,2498,宏達電,股票
394,TW0002501004,1967/10/28,上市,建材營造業,ESVUFR,,2501,國建,股票
395,TW0002504008,1978/03/14,上市,建材營造業,ESVUFR,,2504,國產,股票
396,TW0002505005,1979/11/14,上市,建材營造業,ESVUFR,,2505,國揚,股票
397,TW0002506003,1980/02/02,上市,建材營造業,ESVUFR,,2506,太設,股票
398,TW0002509007,1988/05/20,上市,建材營造業,ESVUFR,,2509,全坤建,股票
399,TW0002511003,1991/04/24,上市,建材營造業,ESVUFR,,2511,太子,股票
400,TW0002514007,1992/09/26,上市,其他業,ESVUFR,,2514,龍邦,股票
401,TW0002515004,1993/03/02,上市,建材營造業,ESVUFR,,2515,中工,股票
402,TW0002516002,1993/05/25,上市,建材營造業,ESVUFR,,2516,新建,股票
403,TW0002520004,1993/10/27,上市,建材營造業,ESVUFR,,2520,冠德,股票
404,TW0002524006,1994/10/18,上市,建材營造業,ESVUFR,,2524,京城,股票
405,TW0002527009,1995/03/06,上市,建材營造業,ESVUFR,,2527,宏璟,股票
406,TW0002528007,1995/03/10,上市,建材營造業,ESVUFR,,2528,皇普,股票
407,TW0002530003,1995/10/12,上市,建材營造業,ESVUFR,,2530,華建,股票
408,TW0002534005,1996/02/12,上市,建材營造業,ESVUFR,,2534,宏盛,股票
409,TW0002535002,1996/03/11,上市,建材營造業,ESVUFR,,2535,達欣工,股票
410,TW0002536000,1996/03/14,上市,建材營造業,ESVUFR,,2536,宏普,股票
411,TW0002537008,1996/09/06,上市,建材營造業,ESVUFR,,2537,聯上發,股票
412,TW0002538006,1996/11/01,上市,建材營造業,ESVUFR,,2538,基泰,股票
413,TW0002539004,1997/07/16,上市,建材營造業,ESVUFR,,2539,櫻花建,股票
414,TW0002540002,1989/12/26,上市,建材營造業,ESVUFR,,2540,愛山林,股票
415,TW0002542008,1999/05/03,上市,建材營造業,ESVUFR,,2542,興富發,股票
416,TW0002543006,1999/10/15,上市,建材營造業,ESVUFR,,2543,皇昌,股票
417,TW0002545001,2000/09/11,上市,建材營造業,ESVUFR,,2545,皇翔,股票
418,TW0002546009,2000/09/11,上市,建材營造業,ESVUFR,,2546,根基,股票
419,TW0002547007,2000/12/22,上市,建材營造業,ESVUFR,,2547,日勝生,股票
420,TW0002548005,2002/08/26,上市,建材營造業,ESVUFR,,2548,華固,股票
421,TW0002597002,2010/03/26,上市,建材營造業,ESVUFR,,2597,潤弘,股票
422,TW0002601002,1965/11/04,上市,貿易百貨業,ESVUFR,,2601,益航,股票
423,TW0002603008,1987/09/21,上市,航運業,ESVUFR,,2603,長榮,股票
424,TW0002605003,1989/12/08,上市,航運業,ESVUFR,,2605,新興,股票
425,TW0002606001,1990/12/08,上市,航運業,ESVUFR,,2606,裕民,股票
426,TW0002607009,1990/12/14,上市,航運業,ESVUFR,,2607,榮運,股票
427,TW0002608007,1990/12/20,上市,航運業,ESVUFR,,2608,嘉里大榮,股票
428,TW0002609005,1992/04/20,上市,航運業,ESVUFR,,2609,陽明,股票
429,TW0002610003,1993/02/26,上市,航運業,ESVUFR,,2610,華航,股票
430,TW0002611001,1993/10/28,上市,航運業,ESVUFR,,2611,志信,股票
431,TW0002612009,1994/10/20,上市,航運業,ESVUFR,,2612,中航,股票
432,TW0002613007,1995/01/20,上市,航運業,ESVUFR,,2613,中櫃,股票
433,TW0002614005,1995/09/23,上市,其他業,ESVUFR,,2614,東森,股票
434,TW0002615002,1996/05/16,上市,航運業,ESVUFR,,2615,萬海,股票
435,TW0002616000,1997/11/08,上市,油電燃氣業,ESVUFR,,2616,山隆,股票
436,TW0002617008,1998/06/24,上市,航運業,ESVUFR,,2617,台航,股票
437,TW0002618006,2001/09/17,上市,航運業,ESVUFR,,2618,長榮航,股票
438,TW0002630001,2018/02/22,上市,航運業,ESVUFR,,2630,亞航,股票
439,TW0002633005,2016/10/27,上市,航運業,ESVUFR,,2633,台灣高鐵,股票
440,TW0002634003,2014/08/25,上市,航運業,ESVUFR,,2634,漢翔,股票
441,TW0002636008,2016/12/22,上市,航運業,ESVUFR,,2636,台驊控股,股票
442,KYG9721M1033,2010/12/01,上市,航運業,ESVUFR,,2637,慧洋-KY,股票
443,TW0002642006,2013/12/12,上市,航運業,ESVUFR,,2642,宅配通,股票
444,TW0002645009,2023/03/14,上市,航運業,ESVUFR,,2645,長榮航太,股票
445,TW0002646007,2024/10/25,上市,航運業,ESVUFR,,2646,星宇航空,股票
446,TW0002701000,1965/03/22,上市,觀光餐旅,ESVUFR,,2701,萬企,股票
447,TW0002702008,1965/02/14,上市,觀光餐旅,ESVUFR,,2702,華園,股票
448,TW0002704004,1982/11/10,上市,觀光餐旅,ESVUFR,,2704,國賓,股票
449,TW0002705001,1988/12/24,上市,觀光餐旅,ESVUFR,,2705,六福,股票
450,TW0002706009,1991/06/25,上市,觀光餐旅,ESVUFR,,2706,第一店,股票
451,TW0002707007,1998/03/09,上市,觀光餐旅,ESVUFR,,2707,晶華,股票
452,TW0002712007,2013/12/03,上市,觀光餐旅,ESVUFR,,2712,遠雄來,股票
453,TW0002722006,2012/03/14,上市,觀光餐旅,ESVUFR,,2722,夏都,股票
454,KYG4002A1004,2010/11/22,上市,觀光餐旅,ESVUFR,,2723,美食-KY,股票
455,TW0002727005,2012/03/06,上市,觀光餐旅,ESVUFR,,2727,王品,股票
456,TW0002731007,2013/09/24,上市,觀光餐旅,ESVUFR,,2731,雄獅,股票
457,TW0002739000,2016/05/19,上市,觀光餐旅,ESVUFR,,2739,寒舍,股票
458,TW0002748001,2016/11/23,上市,觀光餐旅,ESVUFR,,2748,雲品,股票
459,TW0002753001,2021/09/09,上市,觀光餐旅,ESVUFR,,2753,八方雲集,股票
460,KYG9823E1089,2024/01/24,上市,運動休閒,ESVUFR,,2762,世界健身-KY,股票
461,TW0002801008,1962/02/15,上市,金融保險業,ESVUFR,,2801,彰銀,股票
462,TW0002809001,1983/07/20,上市,金融保險業,ESVUFR,,2809,京城銀,股票
463,TW0002812005,1984/05/15,上市,金融保險業,ESVUFR,,2812,台中銀,股票
464,TW0002816006,1992/05/05,上市,金融保險業,ESVUFR,,2816,旺旺保,股票
465,TW0002820008,1994/10/26,上市,金融保險業,ESVUFR,,2820,華票,股票
466,TW0002832003,1997/09/30,上市,金融保險業,ESVUFR,,2832,台產,股票
467,TW0002834009,1998/01/03,上市,金融保險業,ESVUFR,,2834,臺企銀,股票
468,TW0002836004,1998/05/18,上市,金融保險業,ESVUFR,,2836,高雄銀,股票
469,TW0002838000,1998/06/29,上市,金融保險業,ESVUFR,,2838,聯邦銀,股票
470,TW0002845005,1998/11/27,上市,金融保險業,ESVUFR,,2845,遠東銀,股票
471,TW0002849007,1999/09/27,上市,金融保險業,ESVUFR,,2849,安泰銀,股票
472,TW0002850005,2000/05/22,上市,金融保險業,ESVUFR,,2850,新產,股票
473,TW0002851003,2000/07/06,上市,金融保險業,ESVUFR,,2851,中再保,股票
474,TW0002852001,2000/11/28,上市,金融保險業,ESVUFR,,2852,第一保,股票
475,TW0002855004,2002/09/16,上市,金融保險業,ESVUFR,,2855,統一證,股票
476,TW0002867009,2012/12/18,上市,金融保險業,ESVUFR,,2867,三商壽,股票
477,TW0002880002,2001/12/19,上市,金融保險業,ESVUFR,,2880,華南金,股票
478,TW0002881000,2001/12/19,上市,金融保險業,ESVUFR,,2881,富邦金,股票
479,TW0002882008,2001/12/31,上市,金融保險業,ESVUFR,,2882,國泰金,股票
480,TW0002883006,2001/12/28,上市,金融保險業,ESVUFR,,2883,凱基金,股票
481,TW0002884004,2002/01/28,上市,金融保險業,ESVUFR,,2884,玉山金,股票
482,TW0002885001,2002/02/04,上市,金融保險業,ESVUFR,,2885,元大金,股票
483,TW0002886009,2002/02/04,上市,金融保險業,ESVUFR,,2886,兆豐金,股票
484,TW0002887007,2002/02/18,上市,金融保險業,ESVUFR,,2887,台新金,股票
485,TW0002889003,2002/03/26,上市,金融保險業,ESVUFR,,2889,國票金,股票
486,TW0002890001,2002/05/09,上市,金融保險業,ESVUFR,,2890,永豐金,股票
487,TW0002891009,2002/05/17,上市,金融保險業,ESVUFR,,2891,中信金,股票
488,TW0002892007,2003/01/02,上市,金融保險業,ESVUFR,,2892,第一金,股票
489,TW0002897006,2017/05/05,上市,金融保險業,ESVUFR,,2897,王道銀行,股票
490,TW0002901006,1976/05/07,上市,貿易百貨業,ESVUFR,,2901,欣欣,股票
491,TW0002903002,1978/10/11,上市,貿易百貨業,ESVUFR,,2903,遠百,股票
492,TW0002904000,1983/01/05,上市,其他業,ESVUFR,,2904,匯僑,股票
493,TW0002905007,1988/09/19,上市,貿易百貨業,ESVUFR,,2905,三商,股票
494,TW0002906005,1989/12/26,上市,貿易百貨業,ESVUFR,,2906,高林,股票
495,TW0002908001,1993/02/18,上市,貿易百貨業,ESVUFR,,2908,特力,股票
496,TW0002910007,1996/12/30,上市,貿易百貨業,ESVUFR,,2910,統領,股票
497,TW0002911005,1997/01/18,上市,貿易百貨業,ESVUFR,,2911,麗嬰房,股票
498,TW0002912003,1997/08/22,上市,貿易百貨業,ESVUFR,,2912,統一超,股票
499,TW0002913001,1962/02/09,上市,貿易百貨業,ESVUFR,,2913,農林,股票
500,TW0002915006,1977/07/20,上市,貿易百貨業,ESVUFR,,2915,潤泰全,股票
501,KYG8190L1095,2012/12/07,上市,建材營造業,ESVUFR,,2923,鼎固-KY,股票
502,KYG8922A1085,2013/12/30,上市,貿易百貨業,ESVUFR,,2929,淘帝-KY,股票
503,KYG108031074,2018/01/11,上市,貿易百貨業,ESVUFR,,2939,永邑-KY,股票
504,TW0002945003,2021/11/30,上市,貿易百貨業,ESVUFR,,2945,三商家購,股票
505,TW0003002002,2002/01/23,上市,電腦及週邊設備業,ESVUFR,,3002,歐格,股票
506,TW0003003000,2002/02/19,上市,電子零組件業,ESVUFR,,3003,健和興,股票
507,TW0003004008,2002/02/25,上市,鋼鐵工業,ESVUFR,,3004,豐達科,股票
508,TW0003005005,2002/02/25,上市,電腦及週邊設備業,ESVUFR,,3005,神基,股票
509,TW0003006003,2002/03/04,上市,半導體業,ESVUFR,,3006,晶豪科,股票
510,TW0003008009,2002/03/11,上市,光電業,ESVUFR,,3008,大立光,股票
511,TW0003010005,2002/07/22,上市,電子通路業,ESVUFR,,3010,華立,股票
512,TW0003011003,2002/07/22,上市,電子零組件業,ESVUFR,,3011,今皓,股票
513,TW0003013009,2002/09/16,上市,電腦及週邊設備業,ESVUFR,,3013,晟銘電,股票
514,TW0003014007,2002/10/29,上市,半導體業,ESVUFR,,3014,聯陽,股票
515,TW0003015004,2002/10/16,上市,電子零組件業,ESVUFR,,3015,全漢,股票
516,TW0003016002,2002/12/24,上市,半導體業,ESVUFR,,3016,嘉晶,股票
517,TW0003017000,2002/09/27,上市,電腦及週邊設備業,ESVUFR,,3017,奇鋐,股票
518,TW0003018008,2002/08/26,上市,其他電子業,ESVUFR,,3018,隆銘綠能,股票
519,TW0003019006,2002/08/26,上市,光電業,ESVUFR,,3019,亞光,股票
520,TW0003021002,2002/08/26,上市,電子零組件業,ESVUFR,,3021,鴻名,股票
521,TW0003022000,2002/08/26,上市,電腦及週邊設備業,ESVUFR,,3022,威強電,股票
522,TW0003023008,2002/08/26,上市,電子零組件業,ESVUFR,,3023,信邦,股票
523,TW0003024006,2002/08/26,上市,光電業,ESVUFR,,3024,憶聲,股票
524,TW0003025003,2002/08/26,上市,通信網路業,ESVUFR,,3025,星通,股票
525,TW0003026001,2002/08/26,上市,電子零組件業,ESVUFR,,3026,禾伸堂,股票
526,TW0003027009,2002/08/26,上市,通信網路業,ESVUFR,,3027,盛達,股票
527,TW0003028007,2002/08/26,上市,電子通路業,ESVUFR,,3028,增你強,股票
528,TW0003029005,2002/08/26,上市,資訊服務業,ESVUFR,,3029,零壹,股票
529,TW0003030003,2002/10/29,上市,其他電子業,ESVUFR,,3030,德律,股票
530,TW0003031001,2002/08/26,上市,光電業,ESVUFR,,3031,佰鴻,股票
531,TW0003032009,2002/08/26,上市,電子零組件業,ESVUFR,,3032,偉訓,股票
532,TW0003033007,2002/08/26,上市,電子通路業,ESVUFR,,3033,威健,股票
533,TW0003034005,2002/08/26,上市,半導體業,ESVUFR,,3034,聯詠,股票
534,TW0003035002,2002/08/26,上市,半導體業,ESVUFR,,3035,智原,股票
535,TW0003036000,2002/08/26,上市,電子通路業,ESVUFR,,3036,文曄,股票
536,TW0003037008,2002/08/26,上市,電子零組件業,ESVUFR,,3037,欣興,股票
537,TW0003038006,2002/08/26,上市,光電業,ESVUFR,,3038,全台,股票
538,TW0003040002,2002/08/26,上市,其他業,ESVUFR,,3040,遠見,股票
539,TW0003041000,2002/08/26,上市,半導體業,ESVUFR,,3041,揚智,股票
540,TW0003042008,2002/08/26,上市,電子零組件業,ESVUFR,,3042,晶技,股票
541,TW0003043006,2002/08/26,上市,其他電子業,ESVUFR,,3043,科風,股票
542,TW0003044004,2002/08/26,上市,電子零組件業,ESVUFR,,3044,健鼎,股票
543,TW0003045001,2002/08/26,上市,通信網路業,ESVUFR,,3045,台灣大,股票
544,TW0003046009,2002/08/26,上市,電腦及週邊設備業,ESVUFR,,3046,建碁,股票
545,TW0003047007,2002/08/26,上市,通信網路業,ESVUFR,,3047,訊舟,股票
546,TW0003048005,2002/10/01,上市,電子通路業,ESVUFR,,3048,益登,股票
547,TW0003049003,2002/09/27,上市,光電業,ESVUFR,,3049,精金,股票
548,TW0003050001,2002/10/29,上市,光電業,ESVUFR,,3050,鈺德,股票
549,TW0003051009,2002/10/28,上市,光電業,ESVUFR,,3051,力特,股票
550,TW0003052007,1995/11/25,上市,建材營造業,ESVUFR,,3052,夆典,股票
551,TW0003054003,2002/11/18,上市,食品工業,ESVUFR,,3054,立萬利,股票
552,TW0003055000,2002/12/12,上市,電子通路業,ESVUFR,,3055,蔚華科,股票
553,TW0003056008,2003/03/03,上市,建材營造業,ESVUFR,,3056,富華新,股票
554,TW0003057006,2002/12/18,上市,電腦及週邊設備業,ESVUFR,,3057,喬鼎,股票
555,TW0003058004,2002/12/09,上市,電子零組件業,ESVUFR,,3058,立德,股票
556,TW0003059002,2002/12/24,上市,光電業,ESVUFR,,3059,華晶科,股票
557,TW0003060000,2003/04/21,上市,電腦及週邊設備業,ESVUFR,,3060,銘異,股票
558,TW0003062006,2003/07/28,上市,通信網路業,ESVUFR,,3062,建漢,股票
559,TW0003090007,2007/12/31,上市,電子零組件業,ESVUFR,,3090,日電貿,股票
560,TW0003092003,2021/05/13,上市,電子零組件業,ESVUFR,,3092,鴻碩,股票
561,TW0003094009,2007/08/06,上市,半導體業,ESVUFR,,3094,聯傑,股票
562,TW0003130001,2006/02/17,上市,數位雲端,ESVUFR,,3130,一零四,股票
563,TW0003135000,2025/08/06,上市,半導體業,ESVUFR,,3135,凌航,股票
564,TW0003138004,2020/12/11,上市,通信網路業,ESVUFR,,3138,耀登,股票
565,TW0003149001,2011/11/23,上市,光電業,ESVUFR,,3149,正達,股票
566,TW0003164000,2010/03/22,上市,生技醫療業,ESVUFR,,3164,景岳,股票
567,TW0003167003,2013/10/21,上市,電機機械,ESVUFR,,3167,大量,股票
568,TW0003168001,2024/03/26,上市,光電業,ESVUFR,,3168,眾福科,股票
569,TW0003189007,2004/11/01,上市,半導體業,ESVUFR,,3189,景碩,股票
570,TW0003209003,2008/11/26,上市,電子通路業,ESVUFR,,3209,全科,股票
571,TW0003229001,2009/12/31,上市,電子零組件業,ESVUFR,,3229,晟鈦,股票
572,TW0003231007,2003/08/19,上市,電腦及週邊設備業,ESVUFR,,3231,緯創,股票
573,TW0003257002,2011/03/21,上市,半導體業,ESVUFR,,3257,虹冠電,股票
574,TW0003266003,2014/12/24,上市,建材營造業,ESVUFR,,3266,昇陽,股票
575,TW0003296000,2007/12/31,上市,電子零組件業,ESVUFR,,3296,勝德,股票
576,TW0003305009,2008/07/10,上市,其他電子業,ESVUFR,,3305,昇貿,股票
577,TW0003308003,2008/03/12,上市,電子零組件業,ESVUFR,,3308,聯德,股票
578,TW0003311007,2004/03/08,上市,通信網路業,ESVUFR,,3311,閎暉,股票
579,TW0003312005,2010/12/29,上市,電子通路業,ESVUFR,,3312,弘憶股,股票
